Link,Name,School,Location,Language of instruction,Standard length of studies,Degree,Area of Focus,Tuition fees,Admission requirements (Germany),Admission requirements (Link),Admission Mode,Admission Semester,Lecture Period,Website,International Office (AAA),AAA Mail,AAA Link
https://tinyurl.com/ycxn4hxb,Finance and Information Management,University of Augsburg,Augsburg,German,4 semesters,Master (Master of Science with honors),,,1) Bachelor's degree in subject areas including Economics (Business) Mathematics Industrial Engineering Business Informatics as well as Computer Science and related disciplines. 2) Interdisciplinary interest 3) Practical experience 4) Active social interest 5) Knowledge of English and German,https://tinyurl.com/y9fuj7wj,,Winter Semester only,15.10.2018 - 09.02.2019 The lectures are during the semester: Tue 01.05.2018 (Labour Day) Thu 10.05.2018 (Ascension Day) Mon 21.05.2018 (Whit Monday) Tue 22.05.2018 (Tuesday following Pentecost) Thu 31.05.2018 (Feast of Corpus Christi),https://tinyurl.com/y9l9dsul,Akademisches Auslandsamt Universitätsstraße 6 86159 Augsburg Tel.: 0821 598-5148 Fax: 0821 598-5142,sabine.tamm@aaa.uni-augsburg.de,https://tinyurl.com/y7ga6tjc
https://tinyurl.com/y8tefrkz,Geo-informatics,University of Augsburg,Augsburg,English,4 semesters,Master (Master of Science),,,Qualification for the Master's degree course in Geoinformatics is demonstrated through a Bachelor's degree in Geoinformatics Geography with Geoinformatics (at least 20 credit points) Computer Science with Geography as a minor subject (at least 12 credit points) or subject-related courses at a German institution of higher education gained with an overall grade of 2.99 or better according to the General Examination Regulations of Augsburg University or another natural science degree equivalent to these courses of study obtained at a German or international university with an equivalent overall grade. Basic knowledge in a programming or script language as well as Level B2 English. Subject-specific proof: at a minimum you must have taken a lecture on geoinformatics cartography remote sensing a tutorial on geoinformation systems application course with GIS or programming and a programming course (language irrelevant). Read the website and exam regulations carefully. Applications are made electronically via the portal of the University of Augsburg. In addition you must create a PDF with the documents indicated on the website and send it directly to student guidance. Application deadline:  15.07.,,open admission,Summer and Winter Semester,15.10.2018 - 09.02.2019 The lectures are during the semester: Tue 01.05.2018 (Labour Day) Thu 10.05.2018 (Ascension Day) Mon 21.05.2018 (Whit Monday) Tue 22.05.2018 (Tuesday following Pentecost) Thu 31.05.2018 (Feast of Corpus Christi),https://tinyurl.com/yc4n5uts,Akademisches Auslandsamt Universitätsstraße 6 86159 Augsburg Tel.: 0821 598-5148 Fax: 0821 598-5142,sabine.tamm@aaa.uni-augsburg.de,https://tinyurl.com/y7ga6tjc
https://tinyurl.com/y7bhkyet,Software Engineering,University of Augsburg,Augsburg,German,4 semesters,Master (Master of Science),,,Aptitude assessment for the specific degree course comprising an online application and an aptitude assessment interview. Application deadlines are listed on the website.,,,Winter Semester only,15.10.2018 - 09.02.2019 The lectures are during the semester: Tue 01.05.2018 (Labour Day) Thu 10.05.2018 (Ascension Day) Mon 21.05.2018 (Whit Monday) Tue 22.05.2018 (Tuesday following Pentecost) Thu 31.05.2018 (Feast of Corpus Christi),http://www.uni-augsburg.de/se,Akademisches Auslandsamt Universitätsstraße 6 86159 Augsburg Tel.: 0821 598-5148 Fax: 0821 598-5142,sabine.tamm@aaa.uni-augsburg.de,https://tinyurl.com/y7ga6tjc
https://tinyurl.com/yaqm8yww,Applied Computer Science,Bamberg University,Bamberg,German,4 semesters,Master (Master of Science),,,Extract of the examination and study regulations for the Master's degree course in Applied Computer Science at the Otto Friedrich University of Bamberg (amended on 31.03.2017): § 33 Admission requirements and admission to the Master's examination Admission to the Master's course in Applied Computer Science requires a university degree or an equivalent degree with a standard period of study of at least six subject semesters encompassing 180 ECTS credit points and an overall grade of 2.7 or better in a related degree course or in a course of study in the same subject. (2) 1 The Examination Board may in exceptional cases allow suitable applicants to enrol in the programme prior to the acquisition of the admission requirements under para. 1 if it can be expected that the entry requirements will be met within one year of taking up the degree programme. 2 Such students' enrolment will be limited to two semesters. 3 The time limitation will be officially removed once proof of the admission requirements has been submitted. 4If proof that the student meets the admission requirements is not provided within the deadline the student's enrolment on the Master's degree course must be terminated. 5 Any examinations taken until definitive proof of entrance qualifications will be deemed 'conditional.',https://tinyurl.com/y7nba5gr,open admission,Summer and Winter Semester,09.04.2018 - 14.07.2018,https://tinyurl.com/y93y2d9u,Akademisches Auslandsamt Kapuzinerstraße 25 96047 Bamberg,andreas.weihe@uni-bamberg.de,https://tinyurl.com/y8tm9nua
https://tinyurl.com/ybkrqoxn,Business computing,Bamberg University,Bamberg,German,3 semesters,Master (Master of Science),,,Excerpt from the Study and Subject Examination Regulations for the Master's courses Business Informatics (90 ECTS credit points) and Business Informatics (120 ECTS credit points) at the Otto-Friedrich University of Bamberg (last amended on 30 September 2016): Section 33 Admission requirements and admission to the Master's examination (1) Acceptance to the Master's degree course in Business Informatics (90 ECTS points) requires a degree or equivalent qualification with a standard period of study of at least seven subject-related semesters worth 210 ECTS points and an overall grade of 2.7 or better in a course of study in the same subject. (2) Admission to the Master's course in Business Informatics (120 ECTS points) requires a university degree or an equivalent degree with a standard period of study of at least six subject-related semesters encompassing 180 ECTS credit points and an overall grade of 2.7 or better in a closely-related degree course or in a course of study in the same subject (if fewer than 210 ECTS points) with modules in Business Informatics of at least 30 ECTS credit points Computer Science of at least 18 ECTS credit points and Business Administration of at least 30 ECTS credit points. 2 Admission will be granted also if the sum total of ECTS points in the subjects to be demonstrated under Sentence 1 is missed by no more than 30 ECTS points. 3 Missing ECTS points cannot be compensated for between individual subjects in this case. (3)1 For suitable applicants the Examination Board may allow for the studies to be commenced prior to the acquisition of the admission requirements under paragraph 1 and/or 2 if proof of the admission requirements is provided no later than within one year of commencing the studies. 2 Such students' enrolment will be limited to two semesters. 3 That condition will be lifted once proof of entrance qualifications has been submitted. 4 If such proof of entrance qualifications is not submitted within such time frame the student will be de-registered from the Master's course. 5 Any examinations taken until definitive proof of entrance qualifications will be deemed 'conditional'. (4) Admission to the Master's thesis requires at least 30 ECTS credits in the Master's in Business Informatics (90 ECTS points) and at least 60 ECTS points in the Master's in Business Informatics (120 ECTS credit points) at the Master's examination.,https://tinyurl.com/yar558rh,open admission,Summer and Winter Semester,09.04.2018 - 14.07.2018,https://tinyurl.com/y7m5daqg,Akademisches Auslandsamt Kapuzinerstraße 25 96047 Bamberg,andreas.weihe@uni-bamberg.de,https://tinyurl.com/y8tm9nua
https://tinyurl.com/ya9lpuco,Business Informatics virtual continuing education course (VaWi),Bamberg University,Bamberg,German,14 semesters,Master (Master of Science),,,Excerpt from the Study and Examination Regulations for Virtual Postgraduate Courses Business Informatics (90 ECTS credits) and Business Informatics (120 ECTS credits) at the Otto-Friedrich University of Bamberg (last amended on 26 January 2017): Section 4 Qualification for postgraduate studies (1) Admission to the VAWi090 Master's course requires a professionally qualifying university degree or an equivalent degree with a grade of 3.0 or better with a standard period of study of at least seven semesters or equivalent to 210 ECTS credits. (2) Admission to the VAWi120 Master's course requires a professionally qualifying university degree or an equivalent degree with a grade of 3.0 or better with a standard period of study of at least six semesters or equivalent to 180 ECTS credits. (3) Further admission requirements for the postgraduate courses in 5.1 At least one year of qualified practical professional experience after completion of a professionally qualifying degree. 2.1 Skills in business informatics economic sciences or computer science from a previous degree programme or from professional practice. 2 Professional activities for example are deemed relevant to IT if they involve the preparation or implementation of developments or decisions regarding information technology infrastructure for one's own company or customer by means of methods of business informatics. 3 These must be of a level that is achieved as part of professionally qualifying university degree in the field of business informatics economic sciences computer science or engineering sciences or in the context of IT-relevant professional activity of a Bachelor's graduate of a comparable course of study. 5 Skills acquired in connection with IT-relevant professional activity outside the field of higher education must be demonstrated by means of work references or proof of activity that document at least one year of experience in the areas of analysis design development or implementation of information systems pursuant to (2) Section 2 paragraph 2. (4)1 Applicants who meet the requirements under paragraph 1 and/or 2 and paragraph 3 no. 2 will be admitted to the course prior to obtaining the entrance qualifications under paragraph 3 no. 1 if work references or proof of activity demonstrate at least one year of experience otherwise gained in the areas of analysis design development or implementation of information systems pursuant to Section 2 paragraph 2. 2 The entrance qualifications must then be demonstrated no later than within one year of commencing the studies. 3 Such students' enrolment will be limited to two semesters. 4 That condition will be lifted once proof of entrance qualifications has been submitted. 5 If such proof of entrance qualifications is not submitted within such time frame the student will be de-registered from the Master's course. 6 Any examinations taken until definitive proof of entrance qualifications will be deemed 'conditional'.,https://tinyurl.com/yaxlnyqz,open admission,Summer and Winter Semester,09.04.2018 - 14.07.2018,https://tinyurl.com/yd9h6uk4,Akademisches Auslandsamt Kapuzinerstraße 25 96047 Bamberg,andreas.weihe@uni-bamberg.de,https://tinyurl.com/y8tm9nua
https://tinyurl.com/yaesderp,Computing in the Humanities,Bamberg University,Bamberg,German,4 semesters,Master (Master of Science),,,Extract of the study and subject examination regulations for the Master's degree course in Computing in the Humanities at the Otto Friedrich University of Bamberg (last amended on 30 September 2016): § 33 Admission requirements and admission to the Master's examination (1)For admission to the Master's course in Computing in the Humanities applicants must have: 1.an academic degree in the Humanities Cultural Studies or Human Science or a relevant equivalent qualification with a standard study period of at least 6 semesters and 180 ECTS points and an overall grade of 'good' (2.5) or better and2.successful completion of the aptitude test as shown in Annex 3. (2)1There are three possible profiles to the Master's course in Computing in the Humanities depending on the qualifying degree: 1.The consecutive interdisciplinary profile is based on a Bachelor's degree course without components of Applied Computer Science and is aimed at students who have no or very little previous knowledge of computer science and applied computer science. 2.The consecutive interdisciplinary profile is based on a Bachelor's degree course with a minor in Applied Computer Science (30 ECTS) and is aimed at students who have completed a minor worth approx. 30 ECTS points in their qualifying degree course and have a basic knowledge of computer science and knowledge of a programming language for example as taught in the Applied Computer Science minor (30ECTS points) at the University of Bamberg.3.The consecutive interdisciplinary profile is based on a Bachelor's degree course with a minor in Applied Computer Science (45 ECTS) and aimed at students who have completed a minor with approx. 45 ECTS points in their qualifying degree course and have an extended basic knowledge of computer science knowledge of a programming language and basic knowledge of several subjects of Applied Computer Science as are taught for example in the Applied Computer Science minor (45 ECTS points) at the University of Bamberg.2The course profile described under 1. does not appear in the final certificate. 3The course profiles described in 2. and 3. appear in the final certificate as: Advanced studies based on a Bachelor's degree with a minor in Applied Computer Science. (3)1In exceptional cases the Examination Committee can permit suitable applicants to begin studying before meeting the admission requirements in accordance with Para. 1 No. 1 if they submit proof that they have done so at the latest within one year after beginning the course. 2 Such students' enrolment will be limited to two semesters. 3 That condition will be lifted once proof of entrance qualifications has been submitted. 4If proof that the student meets the admission requirements is not provided by the deadline the student's enrolment on the Master's degree course must be withdrawn. 5 Any examinations taken until definitive proof of entrance qualifications will be deemed 'conditional'. (4)For admission to the Master's thesis students must have earned at least 50 ECTS points in the Master's examination.',https://tinyurl.com/yagtjwn2,open admission,Summer and Winter Semester,09.04.2018 - 14.07.2018,https://tinyurl.com/yagtjwn2,Akademisches Auslandsamt Kapuzinerstraße 25 96047 Bamberg,andreas.weihe@uni-bamberg.de,https://tinyurl.com/y8tm9nua
https://tinyurl.com/ycx2hhd6,International Information Systems Management,Bamberg University,Bamberg,German,3 semesters,Master (Master of Science),,,Exert from the examination and study regulations for the Master's in International Information Systems Management at the Otto-Friedrich University of Bamberg (last changed on 30 September 2016): § 33 Admission requirements and admission to the Master's examination (1) Admission to the Master's in International Information Systems Management requires a university degree or equivalent degree with a regular duration of at least seven semesters and comprising 210 ECTS credit points and an overall grade of 2.7 or better in a degree in the same subject. (2) Alternatively to section 1 admission to the Master's in International Information Systems Management requires a university degree or equivalent degree with a regular duration of at least seven semesters comprising 210 ECTS credit points and an overall grade of 2.7 or better in a related programme with a module component in international information systems comprising at least 18 ECTS points business informatics comprising at least 30 ECTS and business administration comprising at least 24 ECTS points. (3) 1 Admission to the Master's *) in International Information Systems Management is also possible for applicants with a university degree or equivalent degree with a regular duration of at least six semesters comprising 180 ECTS credit points and an overall grade of 2.7 or better in a related programme or a degree in the same subject (with less than 210 ECTS). 2 In this case applicants must demonstrate the accreditation in accordance with § 6 of modules in international information systems management comprising at least 18 ECTS points business informatics comprising at least 30 ECTS points business administration comprising at least 24 ECTS points. 3 Admission will also be granted if the total of ECTS points in the subjects in accordance with clause 2 amounts to no more than 30 ECTS points less than required and these points cannot be balanced out by individual subjects. 4 The ECTS points an applicant lacks to achieve the Master's level (consisting of a Bachelor's degree transfer credits and a Master's degree) of 300 ECTS must be completed prior to completing the Master's degree. (4) 1 Applicants who do not or only partially fulfil the admission requirements in accordance with section 3 clauses 2 and 3 can be admitted under the condition that the missing credits are completed at the latest by the end of the maximum period of study. 2 As part of the admission procedure for the Master's degree it may be requested that the applicant completes certain modules of the Bachelor's in *) editorial correction on 17/09/2014/dept. II -vk 5 International Information Systems Management at the Otto-Friedrich University Bamberg in accordance with the valid study and examination regulations for this degree. 3 In the case of registration prior to completion of the qualifying degree in accordance with section 5 any required conditions will be determined as soon as all of the credits from the qualifying degree have been submitted. 4 Regarding a repetition of failed module examinations that were required as part of the conditions for admission § 11 section 3 APO applies. 5 The module grades of the modules completed to fulfil the special conditions of admission are not included in the overall grade. (5) 1 Applicants who have not yet completed the qualifying degree in accordance with sections 1 2 or 3 can be enrolled for the Master's programme if the admission requirements are submitted within one year after beginning studies. 2 Enrolment is limited to two semesters. 3 The time limitation will be officially removed once proof of the admission requirements has been submitted. 4 If proof of the admission requirements is not submitted by the deadline enrolment in the Master's programme will be terminated. 5 Examinations can only be taken conditionally until full proof of the admission requirements has been submitted. (6) Admission to the Mater's thesis requires at least 30 ECTS credit points in the Mater's examination of the Master's in International Information Systems Management.,https://tinyurl.com/y9szbjxe,open admission,Summer and Winter Semester,09.04.2018 - 14.07.2018,https://tinyurl.com/y9szbjxe,Akademisches Auslandsamt Kapuzinerstraße 25 96047 Bamberg,andreas.weihe@uni-bamberg.de,https://tinyurl.com/y8tm9nua
https://tinyurl.com/y8opbv5r,International Software Systems Science,Bamberg University,Bamberg,English,4 semesters,Master (Master of Science),,,Exert from the examination and study regulations for the Master's in International Software Science at the Otto-Friedrich University of Bamberg (last changed on 30 September 2016): § 33 Admission requirements and admission to the Master's examination (1) Admission to the Master's in International Software Systems Science requires a university degree or equivalent degree with a regular duration of at least six semesters and comprising 180 ECTS credit points and an overall grade of 2.7 or better in a closely related programme or degree in the same subject. (2) 1 In exceptional cases the examination board can admit applicants before they have completed the admission requirements in accordance with section 1 *) if the admission requirements are submitted within one year of beginning studies. 2 Such students' enrolment will be limited to two semesters.  3. The time limitation will be officially removed once proof of the admission requirements has been submitted. 4. If proof of the admission requirements is not submitted by the deadline enrolment in the Master's programme will be terminated. 5 Examinations can only be taken conditionally until full proof of the admission requirements has been submitted. (3) 1 In addition admission to the Master's in International Software Systems Science requires English language skills that make it possible for the applicant to study a university programme taught in English. 2. Proof of English language skills can be demonstrated by a higher education entrance certificate or subject-restricted higher education entrance qualification or equivalent qualification demonstrating at least UNIcert level C II Common European Framework of Reference level B2 or at least IELTS 6.5 or TEOFL 90 (Internet test). (4) Admission to the Mater's thesis requires at least 60 ECTS credit points in the Mater's examination of the Master's in International Software Systems Science.,https://tinyurl.com/yb7avfpx,open admission,Summer and Winter Semester,09.04.2018 - 14.07.2018,https://tinyurl.com/y99ray38,Akademisches Auslandsamt Kapuzinerstraße 25 96047 Bamberg,andreas.weihe@uni-bamberg.de,https://tinyurl.com/y8tm9nua
https://tinyurl.com/y7mj6nd9,Applied Computer Science,University of Bayreuth,Bayreuth,German,4 semesters,Master (Master of Science),,,Bachelor's degree in Applied Computer Science from Universität Bayreuth or an equivalent qualification with the grade of 'Good'. Before enrolment please apply for validation of the equivalence of your degree by the Examination Board. It is possible to take an aptitude test if the applicant has a lower grade. The application deadline for the winter semester is 15 July summer semester 15 01.,https://tinyurl.com/yctrwlgq,open admission,Summer and Winter Semester,16.10.2017 - 10.02.2018,https://tinyurl.com/ya59ee3c,International Office Universitätsstraße 30 95447 Bayreuth Tel.: 0921 55-5275 Fax: 0921 55-5297,international@uni-bayreuth.de,https://tinyurl.com/y9h25acc
https://tinyurl.com/ybrve6ll,Computer Game Sciences,University of Bayreuth,Bayreuth,German,4 semesters,Master (Master of Arts oder Master of Science),,,,,open admission,Winter Semester only,16.10.2017 - 10.02.2018,https://tinyurl.com/y8opg3up,International Office Universitätsstraße 30 95447 Bayreuth Tel.: 0921 55-5275 Fax: 0921 55-5297,international@uni-bayreuth.de,https://tinyurl.com/y9h25acc
https://tinyurl.com/ybgvfzhn,Computer Science,University of Bayreuth,Bayreuth,German,4 semesters,Master (Master of Science),,,Bachelor's degree with a minimum grade of 'Good' (2.5). For lower grades a course-specific aptitude assessment procedure is carried out. Before enrolment please apply for validation of the equivalence of your degree by the Examination Board. Adequate knowledge of the German and English language is required.,https://tinyurl.com/yctrwlgq,open admission,Summer and Winter Semester,16.10.2017 - 10.02.2018,https://tinyurl.com/ycrva4xf,International Office Universitätsstraße 30 95447 Bayreuth Tel.: 0921 55-5275 Fax: 0921 55-5297,international@uni-bayreuth.de,https://tinyurl.com/y9h25acc
https://tinyurl.com/y6ushrsr,Finance and Information Management,University of Bayreuth,Bayreuth,German,4 semesters,Master (Master of Science with honors),,,1) Bachelor's degree in subject areas including Economics (Business) Mathematics Industrial Engineering Business Informatics as well as Computer Science and related disciplines. 2) Selection procedure 3) Further information on the admission process,https://tinyurl.com/y9fuj7wj,open admission,Summer and Winter Semester,16.10.2017 - 10.02.2018,http://www.fim-master.de/,International Office Universitätsstraße 30 95447 Bayreuth Tel.: 0921 55-5275 Fax: 0921 55-5297,international@uni-bayreuth.de,https://tinyurl.com/y9h25acc
https://tinyurl.com/y93kcwnw,Biocomputing,Free University Berlin,Berlin,German,4 semesters,Master (Master of Science),,,Degree in Bioinformatics with a study proportion in mathematics computer science chemistry/biochemistry biology and bioinformatics corresponding to the degree at the Berlin Free University or the Charité University of Medicine; command of English at level B1 GER or equivalent,https://tinyurl.com/y7wapenk,selection by the HEI,Winter Semester only,15.10.2018 - 21.07.2018,https://tinyurl.com/yb5cm2ye,Abteilung Internationales Kaiserswerther Str. 16-18 14195 Berlin Tel.: 030 838-73400 Fax: 030 838-73444,international-office@fu-berlin.de,https://tinyurl.com/y9ypz5zn
https://tinyurl.com/ya7y5jpw,Business Informatics,Steinbeis University Berlin,Berlin,German,24 months,Master of Science (Master of Science),,je nach Studiengang bei Steinbeis Instituten erfragen,,,open admission,Admission in all quarters,depending upon course of study - Enquire at SHB,http://www.scmt.de,,,
https://tinyurl.com/yby9rcta,Business Informatics,Free University Berlin,Berlin,German,4 semesters,Master (Master of Science),,,Degree in Business Informatics or a German or international degree with equivalent content. Equivalence is assumed with proof of at least 18 CPs in Business Informatics or Computer Science at least 30 CPs in Business Administration and at least 12 CPs in the Bachelor thesis in Business Informatics.,https://tinyurl.com/y7wapenk,selection by the HEI,Winter Semester only,15.10.2018 - 21.07.2018,https://tinyurl.com/ybetwtpn,Abteilung Internationales Kaiserswerther Str. 16-18 14195 Berlin Tel.: 030 838-73400 Fax: 030 838-73444,international-office@fu-berlin.de,https://tinyurl.com/y9ypz5zn
https://tinyurl.com/ycq3tt9n,Computational Neuroscience,Berlin University of Technology,Berlin,English,4 semesters,Master (Master of Science),,https://tinyurl.com/y85c542v,Please follow the weblink:,https://tinyurl.com/yckay7d4,selection by the HEI,Winter Semester only,15.10.2018 - 16.02.2019,https://tinyurl.com/ydbye2qw,Akademisches Auslandsamt Straße des 17. Juni 135 10623 Berlin Tel.: 030 314-24694 Fax: 030 314-24067,auslandsamt@tu-berlin.de,https://tinyurl.com/yb548sml
https://tinyurl.com/yc7v6q4d,Computational Sciences,Free University Berlin,Berlin,English,4 semesters,Master (Master of Science),,,,,selection by the HEI,Winter Semester only,15.10.2018 - 21.07.2018,https://tinyurl.com/yd2n7cgq,Abteilung Internationales Kaiserswerther Str. 16-18 14195 Berlin Tel.: 030 838-73400 Fax: 030 838-73444,international-office@fu-berlin.de,https://tinyurl.com/y9ypz5zn
https://tinyurl.com/y9l5y9ac,Computer Engineering,Berlin University of Technology,Berlin,German,4 semesters,Master (Master of Science),,https://tinyurl.com/y85c542v,Please follow the weblink:,https://tinyurl.com/y9tn33vy,open admission,Summer and Winter Semester,15.10.2018 - 16.02.2019,https://tinyurl.com/y9tn33vy,Akademisches Auslandsamt Straße des 17. Juni 135 10623 Berlin Tel.: 030 314-24694 Fax: 030 314-24067,auslandsamt@tu-berlin.de,https://tinyurl.com/yb548sml
https://tinyurl.com/y8pnflgn,Computer science,Free University Berlin,Berlin,German,4 semesters,Master (Master of Science),,,University degree in Computer Science with a computer science component which corresponds to that of the Bachelor's degree course in Computer Science at Berlin Free University,https://tinyurl.com/y7wapenk,selection by the HEI,Summer and Winter Semester,15.10.2018 - 21.07.2018,https://tinyurl.com/y9wyf6u6,Abteilung Internationales Kaiserswerther Str. 16-18 14195 Berlin Tel.: 030 838-73400 Fax: 030 838-73444,international-office@fu-berlin.de,https://tinyurl.com/y9ypz5zn
